-7	-8
-8	-8
-8	-8
-8	-9
-9	-13
-13	-19
-19	-22
-22	-20
-20	-14
-14	-16
-16	-29
-29	-35
-35	-34
-34	-32
-32	-39
-39	-55
-55	-76
-76	-92
-92	-100
-100	-108
-108	-94
-94	-83
-83	-69
-69	-64
-64	-61
-61	-56
-56	-52
-52	-49
-49	-55
-55	-64
-64	-72
-72	-76
-76	-68
-68	-62
-62	-62
-62	-62
-62	-62
-62	-63
-63	-58
-58	-56
-56	-54
-54	-52
-52	-53
-53	-52
-52	-49
-49	-45
-45	-42
-42	-36
